Number,Translator,Chinese Sentences,Gloss,Note
gen-07957,A,去年医生看了电影。,去年/医生/电影/看/。,
gen-07958,A,明天司机在广州吃了早饭，已经。,明天/司机/广州/早饭/吃/已经/。,
gen-07959,A,孩子不迟到。,孩子/迟到/不/。,
gen-07960,A,同事下午找了手机。,同事/手机/找/下午/。,
gen-07961,A,我们看了一个苹果。,我们/一/个/苹果/看/。,
gen-07962,A,司机去年写了计划。,司机/计划/写/去年/。,
gen-07963,A,她听了新闻。,她/新闻/听/。,
gen-07964,A,她没有去门口。,她/门口/去/没有/。,
gen-07965,A,护士在公园准备了比赛。,公园/护士/比赛/准备/。,
gen-07966,A,刚才孩子在家学了中文，很高兴。,刚才/孩子/家/中文/学/很高兴/。,
gen-07967,A,我没做午饭。,我/午饭/做/没/。,
gen-07968,A,同事没有做午饭。,同事/午饭/做/没有/。,
gen-07969,A,他们带了一个办法。,他们/一/个/办法/带/。,
gen-07970,A,爸爸吃了苹果。,爸爸/苹果/吃/。,
gen-07971,A,他们不吃晚饭。,他们/晚饭/吃/不/。,
gen-07972,A,老板看了四份文件。,老板/四/份/文件/看/。,
gen-07973,A,孩子看了三条消息。,孩子/三/条/消息/看/。,
gen-07974,A,学生下午做了办法。,学生/办法/做/下午/。,
gen-07975,A,昨天客人带了文件。,昨天/客人/文件/带/。,
gen-07976,A,我今天看了消息。,我/消息/看/今天/。,
gen-07977,A,大家在深圳做了计划。,深圳/大家/计划/做/。,
gen-07978,A,他在商店带了电脑。,商店/他/电脑/带/。,
gen-07979,A,他没有去超市。,他/超市/去/没有/。,
gen-07980,A,我比老师更认真。,我/老师/认真/更/。,
gen-07981,A,孩子在宿舍看了比赛。,宿舍/孩子/比赛/看/。,
gen-07982,A,爸爸比司机更快。,爸爸/司机/快/更/。,
gen-07983,A,他准备没准备早饭？,他/早饭/准备/问/。,
gen-07984,A,医生上周做了计划。,医生/计划/做/上周/。,
gen-07985,A,朋友买了两部电影。,朋友/两/部/电影/买/。,
gen-07986,A,邻居刚才写了作业。,邻居/作业/写/刚才/。,
gen-07987,A,周末老师在深圳讨论了问题，已经。,周末/老师/深圳/问题/讨论/已经/。,
gen-07988,A,我们没运动。,我们/运动/没/。,
gen-07989,A,护士下午讨论了计划。,护士/计划/讨论/下午/。,
gen-07990,A,护士在门口带了礼物。,门口/护士/礼物/带/。,
gen-07991,A,我们在办公室写了故事。,办公室/我们/故事/写/。,
gen-07992,A,客人买了三张照片。,客人/三/张/照片/买/。,
gen-07993,A,邻居上周带了手机。,邻居/手机/带/上周/。,
gen-07994,A,他们吃没吃香蕉？,他们/香蕉/吃/问/。,
gen-07995,A,昨天妈妈在北京听了新闻，很久。,昨天/妈妈/北京/新闻/听/很久/。,
gen-07996,A,大家在车站喝了咖啡。,车站/大家/咖啡/喝/。,
gen-07997,A,医生在公司做了午饭。,公司/医生/午饭/做/。,
gen-07998,A,我们在食堂带了手机。,食堂/我们/手机/带/。,
gen-07999,A,孩子周末喝了水。,孩子/水/喝/周末/。,
gen-08000,A,周末妈妈在北京准备了计划，很认真。,周末/妈妈/北京/计划/准备/很认真/。,
gen-08001,A,大家早上写了故事。,大家/故事/写/早上/。,
gen-08002,A,晚上司机在饭店学了中文，已经。,晚上/司机/饭店/中文/学/已经/。,
gen-08003,A,客人没休息。,客人/休息/没/。,
gen-08004,A,今天你在北京喝了水，很快。,今天/你/北京/水/喝/很快/。,
gen-08005,A,同事比孩子更认真。,同事/孩子/认真/更/。,
gen-08006,A,老师买没买报纸？,老师/报纸/买/问/。,
gen-08007,A,同事比大家更快。,同事/大家/快/更/。,
gen-08008,A,她在家找了文件。,家/她/文件/找/。,
gen-08009,A,明天护士吃了蛋糕。,明天/护士/蛋糕/吃/。,
gen-08010,A,客人在图书馆做了蛋糕。,图书馆/客人/蛋糕/做/。,
gen-08011,A,医生没有带照片。,医生/照片/带/没有/。,
gen-08012,A,护士买了苹果。,护士/苹果/买/。,
gen-08013,A,我上周看了报纸。,我/报纸/看/上周/。,
gen-08014,A,大家找了办法。,大家/办法/找/。,
gen-08015,A,医生在市场看了地图。,市场/医生/地图/看/。,
gen-08016,A,我刚才看了地图。,我/地图/看/刚才/。,
gen-08017,A,妈妈看了四条新闻。,妈妈/四/条/新闻/看/。,
gen-08018,A,下午司机在家听了音乐，一起。,下午/司机/家/音乐/听/一起/。,
gen-08019,A,晚上爸爸在医院找了办法，很久。,晚上/爸爸/医院/办法/找/很久/。,
gen-08020,A,孩子准备了五部电影。,孩子/五/部/电影/准备/。,
gen-08021,A,他不讨论消息。,他/消息/讨论/不/。,
gen-08022,A,朋友比妈妈更认真。,朋友/妈妈/认真/更/。,
gen-08023,A,她在路上吃了橘子。,路上/她/橘子/吃/。,
gen-08024,A,刚才她在商店找了电脑，很久。,刚才/她/商店/电脑/找/很久/。,
gen-08025,A,朋友在商店写了计划。,商店/朋友/计划/写/。,
gen-08026,A,你准备没准备晚饭？,你/晚饭/准备/问/。,
gen-08027,A,朋友比老板更高。,朋友/老板/高/更/。,
gen-08028,A,我买了三个问题。,我/三/个/问题/买/。,
gen-08029,A,朋友在图书馆找了办法。,图书馆/朋友/办法/找/。,
gen-08030,A,你吃了香蕉。,你/香蕉/吃/。,
gen-08031,A,老板没上课。,老板/上课/没/。,
gen-08032,A,学生在银行准备了午饭。,银行/学生/午饭/准备/。,
gen-08033,A,学生在北京找了手机。,北京/学生/手机/找/。,
gen-08034,A,邻居写没写作业？,邻居/作业/写/问/。,
gen-08035,A,她没有上课。,她/上课/没有/。,
gen-08036,A,他在市场带了手机。,市场/他/手机/带/。,
gen-08037,A,她中午看了电影。,她/电影/看/中午/。,
gen-08038,A,我们带了两个蛋糕。,我们/两/个/蛋糕/带/。,
gen-08039,A,周末他在图书馆喝了水，已经。,周末/他/图书馆/水/喝/已经/。,
gen-08040,A,老师做了计划。,老师/计划/做/。,
gen-08041,A,我带了五本杂志。,我/五/本/杂志/带/。,
gen-08042,A,他看了五瓶牛奶。,他/五/瓶/牛奶/看/。,
gen-08043,A,我们没带文件。,我们/文件/带/没/。,
gen-08044,A,孩子在银行学了中文。,银行/孩子/中文/学/。,
gen-08045,A,老板在超市找了文件。,超市/老板/文件/找/。,
gen-08046,A,刚才爸爸吃了晚饭。,刚才/爸爸/晚饭/吃/。,
gen-08047,A,邻居比司机更安静。,邻居/司机/安静/更/。,
gen-08048,A,客人不写文件。,客人/文件/写/不/。,
gen-08049,A,他们在公园讨论了消息。,公园/他们/消息/讨论/。,
gen-08050,A,邻居没迟到。,邻居/迟到/没/。,
gen-08051,A,他们学了英语。,他们/英语/学/。,
gen-08052,A,早上客人在公司带了电脑，很认真。,早上/客人/公司/电脑/带/很认真/。,
gen-08053,A,学生不去市场。,学生/市场/去/不/。,
gen-08054,A,我们比客人更安静。,我们/客人/安静/更/。,
gen-08055,A,晚上妈妈在学校做了计划，一起。,晚上/妈妈/学校/计划/做/一起/。,
gen-08056,A,学生今天准备了计划。,学生/计划/准备/今天/。,
gen-08057,A,医生没有听新闻。,医生/新闻/听/没有/。,
gen-08058,A,她今天很安静。,她/今天/安静/。,
gen-08059,A,邻居准备了两个面包。,邻居/两/个/面包/准备/。,
gen-08060,A,朋友在办公室听了音乐。,办公室/朋友/音乐/听/。,
gen-08061,A,孩子没学英语。,孩子/英语/学/没/。,
gen-08062,A,昨天爸爸在办公室看了地图，很快。,昨天/爸爸/办公室/地图/看/很快/。,
gen-08063,A,客人买没买火车票？,客人/火车票/买/问/。,
gen-08064,A,明天医生在广州找了问题，很认真。,明天/医生/广州/问题/找/很认真/。,
gen-08065,A,上周同事喝了咖啡。,上周/同事/咖啡/喝/。,
gen-08066,A,中午医生听了消息。,中午/医生/消息/听/。,
gen-08067,A,医生在教室听了音乐。,教室/医生/音乐/听/。,
gen-08068,A,今天医生在路上吃了药，很高兴。,今天/医生/路上/药/吃/很高兴/。,
gen-08069,A,妈妈不讨论问题。,妈妈/问题/讨论/不/。,
gen-08070,A,朋友今天很清楚。,朋友/今天/清楚/。,
gen-08071,A,学生在学校准备了午饭。,学校/学生/午饭/准备/。,
gen-08072,A,下午老师在公园看了消息，一起。,下午/老师/公园/消息/看/一起/。,
gen-08073,A,学生中午写了故事。,学生/故事/写/中午/。,
gen-08074,A,妈妈今天做了午饭。,妈妈/午饭/做/今天/。,
gen-08075,A,昨天朋友在办公室讨论了故事，一起。,昨天/朋友/办公室/故事/讨论/一起/。,
gen-08076,A,孩子上周看了消息。,孩子/消息/看/上周/。,
gen-08077,A,老师买了杂志。,老师/杂志/买/。,
gen-08078,A,护士昨天喝了牛奶。,护士/牛奶/喝/昨天/。,
gen-08079,A,司机准备了两条消息。,司机/两/条/消息/准备/。,
gen-08080,A,司机没准备文件。,司机/文件/准备/没/。,
gen-08081,A,司机准备了两个问题。,司机/两/个/问题/准备/。,
gen-08082,A,她在门口找了电脑。,门口/她/电脑/找/。,
gen-08083,A,去年我们买了蛋糕。,去年/我们/蛋糕/买/。,
gen-08084,A,妈妈比他更快。,妈妈/他/快/更/。,
gen-08085,A,同事在超市看了新闻。,超市/同事/新闻/看/。,
gen-08086,A,她带了三份作业。,她/三/份/作业/带/。,
gen-08087,A,早上他在路上找了电脑，很快。,早上/他/路上/电脑/找/很快/。,
gen-08088,A,我买了两条新闻。,我/两/条/新闻/买/。,
gen-08089,A,下午学生在家看了书，一起。,下午/学生/家/书/看/一起/。,
gen-08090,A,医生中午听了消息。,医生/消息/听/中午/。,
gen-08091,A,他中午看了书。,他/书/看/中午/。,
gen-08092,A,医生带没带电脑？,医生/电脑/带/问/。,
gen-08093,A,老师在教室写了计划。,教室/老师/计划/写/。,
gen-08094,A,老板在学校带了手机。,学校/老板/手机/带/。,
gen-08095,A,护士买没买电脑？,护士/电脑/买/问/。,
gen-08096,A,爸爸比孩子更认真。,爸爸/孩子/认真/更/。,
gen-08097,A,孩子不学中文。,孩子/中文/学/不/。,
gen-08098,A,客人写了计划。,客人/计划/写/。,
gen-08099,A,她听了消息。,她/消息/听/。,
gen-08100,A,老板在商店吃了晚饭。,商店/老板/晚饭/吃/。,
gen-08101,A,孩子没吃药。,孩子/药/吃/没/。,
gen-08102,A,下午学生写了文件。,下午/学生/文件/写/。,
gen-08103,A,下午医生看了比赛。,下午/医生/比赛/看/。,
gen-08104,A,我们在超市带了电脑。,超市/我们/电脑/带/。,
gen-08105,A,中午爸爸在公司写了作业，一起。,中午/爸爸/公司/作业/写/一起/。,
gen-08106,A,晚上邻居在宿舍买了书，一起。,晚上/邻居/宿舍/书/买/一起/。,
gen-08107,A,昨天她在广州吃了药，很快。,昨天/她/广州/药/吃/很快/。,
gen-08108,A,你在饭店讨论了问题。,饭店/你/问题/讨论/。,
gen-08109,A,孩子下午吃了早饭。,孩子/早饭/吃/下午/。,
gen-08110,A,我比她更认真。,我/她/认真/更/。,
gen-08111,A,邻居带了五部电影。,邻居/五/部/电影/带/。,
gen-08112,A,她比孩子更快。,她/孩子/快/更/。,
gen-08113,A,妈妈买了四个苹果。,妈妈/四/个/苹果/买/。,
gen-08114,A,司机在广州带了药。,广州/司机/药/带/。,
gen-08115,A,朋友准备了两个故事。,朋友/两/个/故事/准备/。,
gen-08116,A,他今天学了英语。,他/英语/学/今天/。,
gen-08117,A,老师比同事更忙。,老师/同事/忙/更/。,
gen-08118,A,我准备了一个橘子。,我/一/个/橘子/准备/。,
gen-08119,A,护士买了礼物。,护士/礼物/买/。,
gen-08120,A,同事吃没吃橘子？,同事/橘子/吃/问/。,
gen-08121,A,我没有旅行。,我/旅行/没有/。,
gen-08122,A,医生学了英语。,医生/英语/学/。,
gen-08123,A,早上客人做了晚饭。,早上/客人/晚饭/做/。,
gen-08124,A,老师不排队。,老师/排队/不/。,
gen-08125,A,护士带了三瓶水。,护士/三/瓶/水/带/。,
gen-08126,A,明天大家带了文件。,明天/大家/文件/带/。,
gen-08127,A,爸爸明天找了电脑。,爸爸/电脑/找/明天/。,
gen-08128,A,他们带了文件。,他们/文件/带/。,
gen-08129,A,你周末带了药。,你/药/带/周末/。,
gen-08130,A,明天她在银行学了舞蹈，很认真。,明天/她/银行/舞蹈/学/很认真/。,
gen-08131,A,朋友今天吃了午饭。,朋友/午饭/吃/今天/。,
gen-08132,A,邻居买了五部电视剧。,邻居/五/部/电视剧/买/。,
gen-08133,A,学生买了两部电视剧。,学生/两/部/电视剧/买/。,
gen-08134,A,今天他们在市场写了故事，很久。,今天/他们/市场/故事/写/很久/。,
gen-08135,A,爸爸买了两个问题。,爸爸/两/个/问题/买/。,
gen-08136,A,老师带了五份报纸。,老师/五/份/报纸/带/。,
gen-08137,A,上周我在医院看了电影，一起。,上周/我/医院/电影/看/一起/。,
gen-08138,A,妈妈在广州喝了牛奶。,广州/妈妈/牛奶/喝/。,
gen-08139,A,医生准备没准备早饭？,医生/早饭/准备/问/。,
gen-08140,A,大家上周准备了晚饭。,大家/晚饭/准备/上周/。,
gen-08141,A,今天朋友在学校写了故事，很久。,今天/朋友/学校/故事/写/很久/。,
gen-08142,A,中午大家吃了午饭。,中午/大家/午饭/吃/。,
gen-08143,A,上周我们看了地图。,上周/我们/地图/看/。,
gen-08144,A,邻居吃了面包。,邻居/面包/吃/。,
gen-08145,A,爸爸带了五台电脑。,爸爸/五/台/电脑/带/。,
gen-08146,A,大家不喝牛奶。,大家/牛奶/喝/不/。,
gen-08147,A,下午老板在深圳带了文件，很快。,下午/老板/深圳/文件/带/很快/。,
gen-08148,A,妈妈准备了四件衣服。,妈妈/四/件/衣服/准备/。,
gen-08149,A,你在宿舍写了计划。,宿舍/你/计划/写/。,
gen-08150,A,她看了五个苹果。,她/五/个/苹果/看/。,
gen-08151,A,上周我看了比赛。,上周/我/比赛/看/。,
gen-08152,A,同事上周买了面包。,同事/面包/买/上周/。,
gen-08153,A,大家没做作业。,大家/作业/做/没/。,
gen-08154,A,晚上护士在食堂买了蛋糕，很久。,晚上/护士/食堂/蛋糕/买/很久/。,
gen-08155,A,爸爸在路上带了礼物。,路上/爸爸/礼物/带/。,
gen-08156,A,她没有学英语。,她/英语/学/没有/。,
gen-08157,A,晚上朋友买了杂志。,晚上/朋友/杂志/买/。,
gen-08158,A,他看没看照片？,他/照片/看/问/。,
gen-08159,A,司机没有写文件。,司机/文件/写/没有/。,
gen-08160,A,老师找了文件。,老师/文件/找/。,
gen-08161,A,邻居不讨论故事。,邻居/故事/讨论/不/。,
gen-08162,A,客人做没做晚饭？,客人/晚饭/做/问/。,
gen-08163,A,邻居刚才带了照片。,邻居/照片/带/刚才/。,
gen-08164,A,我买了三个橘子。,我/三/个/橘子/买/。,
gen-08165,A,客人在银行喝了水。,银行/客人/水/喝/。,
gen-08166,A,同事准备了三个故事。,同事/三/个/故事/准备/。,
gen-08167,A,司机比护士更快。,司机/护士/快/更/。,
gen-08168,A,妈妈没听消息。,妈妈/消息/听/没/。,
gen-08169,A,妈妈比老师更高。,妈妈/老师/高/更/。,
gen-08170,A,老板听没听新闻？,老板/新闻/听/问/。,
gen-08171,A,周末医生找了问题。,周末/医生/问题/找/。,
gen-08172,A,下午朋友带了照片。,下午/朋友/照片/带/。,
gen-08173,A,学生早上学了中文。,学生/中文/学/早上/。,
gen-08174,A,昨天你写了故事。,昨天/你/故事/写/。,
gen-08175,A,晚上客人在饭店听了音乐，很高兴。,晚上/客人/饭店/音乐/听/很高兴/。,
gen-08176,A,司机在办公室讨论了办法。,办公室/司机/办法/讨论/。,
gen-08177,A,他带没带手机？,他/手机/带/问/。,
gen-08178,A,她比他们更认真。,她/他们/认真/更/。,
gen-08179,A,妈妈昨天找了问题。,妈妈/问题/找/昨天/。,
gen-08180,A,她带了五个面包。,她/五/个/面包/带/。,
gen-08181,A,中午老师在银行讨论了办法，很认真。,中午/老师/银行/办法/讨论/很认真/。,
gen-08182,A,我在市场听了音乐。,市场/我/音乐/听/。,
gen-08183,A,妈妈在上海写了故事。,上海/妈妈/故事/写/。,
gen-08184,A,早上爸爸吃了苹果。,早上/爸爸/苹果/吃/。,
gen-08185,A,下午你在商店看了电视剧，很认真。,下午/你/商店/电视剧/看/很认真/。,
gen-08186,A,你在教室听了新闻。,教室/你/新闻/听/。,
gen-08187,A,大家明天学了舞蹈。,大家/舞蹈/学/明天/。,
gen-08188,A,客人中午带了文件。,客人/文件/带/中午/。,
gen-08189,A,我们准备了两张火车票。,我们/两/张/火车票/准备/。,
gen-08190,A,同事去年喝了水。,同事/水/喝/去年/。,
gen-08191,A,老师今天很干净。,老师/今天/干净/。,
gen-08192,A,朋友在广州写了计划。,广州/朋友/计划/写/。,
gen-08193,A,上周护士在路上讨论了办法，已经。,上周/护士/路上/办法/讨论/已经/。,
gen-08194,A,刚才大家在商店做了蛋糕，已经。,刚才/大家/商店/蛋糕/做/已经/。,
gen-08195,A,你比医生更认真。,你/医生/认真/更/。,
gen-08196,A,刚才孩子在家准备了晚饭，很久。,刚才/孩子/家/晚饭/准备/很久/。,
gen-08197,A,学生买了一份作业。,学生/一/份/作业/买/。,
gen-08198,A,同事今天学了中文。,同事/中文/学/今天/。,
gen-08199,A,她看了一条新闻。,她/一/条/新闻/看/。,
gen-08200,A,孩子在深圳听了新闻。,深圳/孩子/新闻/听/。,
gen-08201,A,明天司机在家听了音乐，很高兴。,明天/司机/家/音乐/听/很高兴/。,
gen-08202,A,晚上医生看了照片。,晚上/医生/照片/看/。,
gen-08203,A,老师买了四台电脑。,老师/四/台/电脑/买/。,
gen-08204,A,护士中午吃了橘子。,护士/橘子/吃/中午/。,
gen-08205,A,学生买了两件衣服。,学生/两/件/衣服/买/。,
gen-08206,A,他比朋友更安静。,他/朋友/安静/更/。,
gen-08207,A,医生带了四条新闻。,医生/四/条/新闻/带/。,
gen-08208,A,朋友早上学了中文。,朋友/中文/学/早上/。,
gen-08209,A,老板在银行买了药。,银行/老板/药/买/。,
gen-08210,A,中午你在深圳买了鞋，很认真。,中午/你/深圳/鞋/买/很认真/。,
gen-08211,A,妈妈不找办法。,妈妈/办法/找/不/。,
gen-08212,A,明天我们准备了晚饭。,明天/我们/晚饭/准备/。,
gen-08213,A,护士在宿舍学了英语。,宿舍/护士/英语/学/。,
gen-08214,A,早上我在办公室看了书，很快。,早上/我/办公室/书/看/很快/。,
gen-08215,A,她去年讨论了故事。,她/故事/讨论/去年/。,
gen-08216,A,学生带了两部电视剧。,学生/两/部/电视剧/带/。,
gen-08217,A,刚才老板吃了午饭。,刚才/老板/午饭/吃/。,
gen-08218,A,学生今天很安静。,学生/今天/安静/。,
gen-08219,A,刚才孩子听了新闻。,刚才/孩子/新闻/听/。,
gen-08220,A,同事带了三个计划。,同事/三/个/计划/带/。,
gen-08221,A,医生昨天喝了牛奶。,医生/牛奶/喝/昨天/。,
gen-08222,A,护士吃了午饭。,护士/午饭/吃/。,
gen-08223,A,晚上我在食堂买了礼物，很快。,晚上/我/食堂/礼物/买/很快/。,
gen-08224,A,明天老师做了蛋糕。,明天/老师/蛋糕/做/。,
gen-08225,A,他们在广州做了计划。,广州/他们/计划/做/。,
gen-08226,A,我们在上海学了中文。,上海/我们/中文/学/。,
gen-08227,A,下午我在学校学了舞蹈，很高兴。,下午/我/学校/舞蹈/学/很高兴/。,
gen-08228,A,周末同事在公司做了作业，很久。,周末/同事/公司/作业/做/很久/。,
gen-08229,A,大家带了一部电影。,大家/一/部/电影/带/。,
gen-08230,A,护士早上看了杂志。,护士/杂志/看/早上/。,
gen-08231,A,上周我在深圳喝了水，很久。,上周/我/深圳/水/喝/很久/。,
gen-08232,A,她在超市看了杂志。,超市/她/杂志/看/。,
gen-08233,A,孩子在公司写了计划。,公司/孩子/计划/写/。,
gen-08234,A,中午我们讨论了故事。,中午/我们/故事/讨论/。,
gen-08235,A,刚才我们在商店买了火车票，已经。,刚才/我们/商店/火车票/买/已经/。,
gen-08236,A,护士买了五条消息。,护士/五/条/消息/买/。,
gen-08237,A,今天她写了故事。,今天/她/故事/写/。,
gen-08238,A,明天大家讨论了故事。,明天/大家/故事/讨论/。,
gen-08239,A,去年客人带了电脑。,去年/客人/电脑/带/。,
gen-08240,A,护士没有上班。,护士/上班/没有/。,
gen-08241,A,明天孩子带了礼物。,明天/孩子/礼物/带/。,
gen-08242,A,我带了礼物。,我/礼物/带/。,
gen-08243,A,上周客人在北京找了手机，很快。,上周/客人/北京/手机/找/很快/。,
gen-08244,A,我看了三部电影。,我/三/部/电影/看/。,
gen-08245,A,朋友吃了药。,朋友/药/吃/。,
gen-08246,A,今天朋友学了舞蹈。,今天/朋友/舞蹈/学/。,
gen-08247,A,朋友没有出发。,朋友/出发/没有/。,
gen-08248,A,大家在北京吃了橘子。,北京/大家/橘子/吃/。,
gen-08249,A,刚才他喝了牛奶。,刚才/他/牛奶/喝/。,
gen-08250,A,爸爸在北京学了中文。,北京/爸爸/中文/学/。,
gen-08251,A,他下午买了杂志。,他/杂志/买/下午/。,
gen-08252,A,老板周末喝了咖啡。,老板/咖啡/喝/周末/。,
gen-08253,A,去年老板在医院学了中文，很认真。,去年/老板/医院/中文/学/很认真/。,
gen-08254,A,大家买了苹果。,大家/苹果/买/。,
gen-08255,A,学生没写计划。,学生/计划/写/没/。,
gen-08256,A,同事在深圳听了音乐。,深圳/同事/音乐/听/。,
gen-08257,A,同事在宿舍听了音乐。,宿舍/同事/音乐/听/。,
gen-08258,A,孩子比爸爸更高。,孩子/爸爸/高/更/。,
gen-08259,A,同事在车站吃了药。,车站/同事/药/吃/。,
gen-08260,A,大家在商店做了晚饭。,商店/大家/晚饭/做/。,
gen-08261,A,我们晚上看了电影。,我们/电影/看/晚上/。,
gen-08262,A,妈妈晚上讨论了消息。,妈妈/消息/讨论/晚上/。,
gen-08263,A,她在车站买了鞋。,车站/她/鞋/买/。,
gen-08264,A,刚才大家做了办法。,刚才/大家/办法/做/。,
gen-08265,A,晚上妈妈在办公室带了照片，很认真。,晚上/妈妈/办公室/照片/带/很认真/。,
gen-08266,A,我讨论没讨论计划？,我/计划/讨论/问/。,
gen-08267,A,老师找没找电脑？,老师/电脑/找/问/。,
gen-08268,A,你看了三瓶水。,你/三/瓶/水/看/。,
gen-08269,A,我们准备了五张照片。,我们/五/张/照片/准备/。,
gen-08270,A,去年客人在门口喝了水，很高兴。,去年/客人/门口/水/喝/很高兴/。,
gen-08271,A,医生找了办法。,医生/办法/找/。,
gen-08272,A,下午邻居在医院买了衣服，已经。,下午/邻居/医院/衣服/买/已经/。,
gen-08273,A,医生比我们更认真。,医生/我们/认真/更/。,
gen-08274,A,我们在超市看了比赛。,超市/我们/比赛/看/。,
gen-08275,A,中午司机在路上讨论了问题，很高兴。,中午/司机/路上/问题/讨论/很高兴/。,
gen-08276,A,老板晚上吃了香蕉。,老板/香蕉/吃/晚上/。,
gen-08277,A,大家在商店写了消息。,商店/大家/消息/写/。,
gen-08278,A,同事不上班。,同事/上班/不/。,
gen-08279,A,学生上周讨论了问题。,学生/问题/讨论/上周/。,
gen-08280,A,医生在深圳听了音乐。,深圳/医生/音乐/听/。,
gen-08281,A,司机在饭店讨论了计划。,饭店/司机/计划/讨论/。,
gen-08282,A,爸爸吃了药。,爸爸/药/吃/。,
gen-08283,A,老板没有讨论故事。,老板/故事/讨论/没有/。,
gen-08284,A,孩子周末吃了香蕉。,孩子/香蕉/吃/周末/。,
gen-08285,A,同事比学生更快。,同事/学生/快/更/。,
gen-08286,A,我们看了两瓶牛奶。,我们/两/瓶/牛奶/看/。,
gen-08287,A,学生比我们更快。,学生/我们/快/更/。,
gen-08288,A,我们带了四条新闻。,我们/四/条/新闻/带/。,
gen-08289,A,晚上朋友在学校买了香蕉，已经。,晚上/朋友/学校/香蕉/买/已经/。,
gen-08290,A,老板做没做晚饭？,老板/晚饭/做/问/。,
gen-08291,A,昨天爸爸带了电脑。,昨天/爸爸/电脑/带/。,
gen-08292,A,学生在学校讨论了故事。,学校/学生/故事/讨论/。,
gen-08293,A,他们买了三个问题。,他们/三/个/问题/买/。,
gen-08294,A,同事没有睡觉。,同事/睡觉/没有/。,
gen-08295,A,护士准备了四根香蕉。,护士/四/根/香蕉/准备/。,
gen-08296,A,学生比大家更快。,学生/大家/快/更/。,
gen-08297,A,朋友看没看书？,朋友/书/看/问/。,
gen-08298,A,医生在公司讨论了故事。,公司/医生/故事/讨论/。,
gen-08299,A,大家带没带照片？,大家/照片/带/问/。,
gen-08300,A,医生不去北京。,医生/北京/去/不/。,
gen-08301,A,去年爸爸在广州做了办法，一起。,去年/爸爸/广州/办法/做/一起/。,
gen-08302,A,他上周喝了水。,他/水/喝/上周/。,
gen-08303,A,晚上他们在公园准备了午饭，已经。,晚上/他们/公园/午饭/准备/已经/。,
gen-08304,A,他找了文件。,他/文件/找/。,
gen-08305,A,孩子上周准备了早饭。,孩子/早饭/准备/上周/。,
gen-08306,A,我们上周吃了苹果。,我们/苹果/吃/上周/。,
gen-08307,A,今天我喝了水。,今天/我/水/喝/。,
gen-08308,A,他们准备了四个面包。,他们/四/个/面包/准备/。,
gen-08309,A,你比孩子更快。,你/孩子/快/更/。,
gen-08310,A,昨天朋友在市场做了计划，很快。,昨天/朋友/市场/计划/做/很快/。,
gen-08311,A,早上大家吃了蛋糕。,早上/大家/蛋糕/吃/。,
gen-08312,A,上周司机在超市写了文件，已经。,上周/司机/超市/文件/写/已经/。,
gen-08313,A,司机早上准备了比赛。,司机/比赛/准备/早上/。,
gen-08314,A,孩子比医生更忙。,孩子/医生/忙/更/。,
gen-08315,A,邻居刚才写了故事。,邻居/故事/写/刚才/。,
gen-08316,A,去年护士买了蛋糕。,去年/护士/蛋糕/买/。,
gen-08317,A,昨天他们在广州看了杂志，很高兴。,昨天/他们/广州/杂志/看/很高兴/。,
gen-08318,A,朋友没学英语。,朋友/英语/学/没/。,
gen-08319,A,孩子晚上做了计划。,孩子/计划/做/晚上/。,
gen-08320,A,今天老师在深圳喝了咖啡，很快。,今天/老师/深圳/咖啡/喝/很快/。,
gen-08321,A,护士比他更忙。,护士/他/忙/更/。,
gen-08322,A,老板昨天吃了蛋糕。,老板/蛋糕/吃/昨天/。,
gen-08323,A,邻居比你更认真。,邻居/你/认真/更/。,
gen-08324,A,孩子准备了四条新闻。,孩子/四/条/新闻/准备/。,
gen-08325,A,司机比妈妈更认真。,司机/妈妈/认真/更/。,
gen-08326,A,学生带了四件衣服。,学生/四/件/衣服/带/。,
gen-08327,A,我们没有看比赛。,我们/比赛/看/没有/。,
gen-08328,A,明天同事在办公室带了照片，已经。,明天/同事/办公室/照片/带/已经/。,
gen-08329,A,老师在市场做了蛋糕。,市场/老师/蛋糕/做/。,
gen-08330,A,邻居没听新闻。,邻居/新闻/听/没/。,
gen-08331,A,他在深圳买了药。,深圳/他/药/买/。,
gen-08332,A,妈妈在公司找了问题。,公司/妈妈/问题/找/。,
gen-08333,A,孩子不去北京。,孩子/北京/去/不/。,
gen-08334,A,护士在超市做了午饭。,超市/护士/午饭/做/。,
gen-08335,A,妈妈看了一场比赛。,妈妈/一/场/比赛/看/。,
gen-08336,A,朋友比他更安静。,朋友/他/安静/更/。,
gen-08337,A,下午孩子在医院吃了苹果，已经。,下午/孩子/医院/苹果/吃/已经/。,
gen-08338,A,孩子在医院买了蛋糕。,医院/孩子/蛋糕/买/。,
gen-08339,A,今天同事准备了晚饭。,今天/同事/晚饭/准备/。,
gen-08340,A,你在车站听了新闻。,车站/你/新闻/听/。,
gen-08341,A,刚才同事看了地图。,刚才/同事/地图/看/。,
gen-08342,A,邻居没有买手机。,邻居/手机/买/没有/。,
gen-08343,A,邻居上周做了计划。,邻居/计划/做/上周/。,
gen-08344,A,护士在银行听了音乐。,银行/护士/音乐/听/。,
gen-08345,A,中午爸爸在门口找了问题，已经。,中午/爸爸/门口/问题/找/已经/。,
